"stock_symbol","industry","subindustry","ret2000.01","ret2000.02","ret2000.03","ret2000.04","ret2000.05","ret2000.06","ret2000.07","ret2000.08","ret2000.09","ret2000.10","ret2000.11","ret2000.12","ret2001.01","ret2001.02","ret2001.03","ret2001.04","ret2001.05","ret2001.06","ret2001.07","ret2001.08","ret2001.09","ret2001.10","ret2001.11","ret2001.12","ret2002.01","ret2002.02","ret2002.03","ret2002.04","ret2002.05","ret2002.06","ret2002.07","ret2002.08","ret2002.09","ret2002.10","ret2002.11","ret2002.12","ret2003.01","ret2003.02","ret2003.03","ret2003.04","ret2003.05","ret2003.06","ret2003.07","ret2003.08","ret2003.09","ret2003.10","ret2003.11","ret2003.12","ret2004.01","ret2004.02","ret2004.03","ret2004.04","ret2004.05","ret2004.06","ret2004.07","ret2004.08","ret2004.09","ret2004.10","ret2004.11","ret2004.12","ret2005.01","ret2005.02","ret2005.03","ret2005.04","ret2005.05","ret2005.06","ret2005.07","ret2005.08","ret2005.09","ret2005.10","ret2005.11","ret2005.12","ret2006.01","ret2006.02","ret2006.03","ret2006.04","ret2006.05","ret2006.06","ret2006.07","ret2006.08","ret2006.09","ret2006.10","ret2006.11","ret2006.12","ret2007.01","ret2007.02","ret2007.03","ret2007.04","ret2007.05","ret2007.06","ret2007.07","ret2007.08","ret2007.09","ret2007.10","ret2007.11","ret2007.12","ret2008.01","ret2008.02","ret2008.03","ret2008.04","ret2008.05","ret2008.06","ret2008.07","ret2008.08","ret2008.09","ret2008.10","ret2008.11","ret2008.12","ret2009.01","ret2009.02","ret2009.03","ret2009.04","ret2009.05","ret2009.06","ret2009.07","ret2009.08","ret2009.09","ret2009.10","ret2009.11","ret2009.12"
"AAON","Industrial Goods","General Building Materials",0.0806779661016949,0.0662499999999999,0.0329411764705882,0.183098591549296,0.130333951762523,-0.0176423416198878,-0.0205170291341814,0.0246758678377248,-0.0204081632653061,-0.173317683881064,-0.0253853127833182,-0.209562109025916,0.300169587337479,-0.140833333333333,0.0227032734952481,-0.0191017036654621,0.213513513513513,0.153333333333333,0.171875,0.0119442601194426,-0.0456026058631921,-0.110526315789474,0.223188405797102,0.197162426614481,-0.186363636363636,0.220432813286361,0.105714285714286,0.153479853479853,-0.0565797838525112,-0.356530682207748,-0.0847826086956521,0.0650887573964498,-0.0599999999999999,0.115682766845558,0.0218978102189782,-0.0558401639344262,-0.127693965517241,-0.114928169893816,-0.0954415954415954,0.0917065390749602,0.118978102189781,0.237140948563794,-0.0544109878499736,-0.000551876379691035,-0.0931642778390298,0.134969325153374,0.000533617929562517,0.103467879476976,-0.022085259373395,0.066595631326585,0.00247157686604057,-0.0157946692991116,-0.0332996972754793,0.0603991596638657,-0.0977329974811084,-0.0519262981574539,0,-0.151759953837276,0.0837304288631723,0.00500312695434647,-0.122424242424242,0.0976478973627941,0.0688311688311689,0.120858895705521,-0.0277023356871266,-0.0257816785518376,0.0756302521008402,-0.0577223088923557,0.0245261984392418,-0.0657251493753395,0.00117647058823527,0.0486803519061583,0.0666666666666666,0.148031496062992,0.100322135296825,0.157939189189189,-0.144220183486239,0.109381755296152,-0.101192766448634,0.0546637744034706,-0.0697389885807504,0.0147377546597312,0.186570335741606,-0.0614285714285714,0.0361990950226245,0.00798548094373861,-0.0505087209302326,-0.0521272518206209,0.176633663366337,0.0691507217186976,-0.0650203188496405,-0.293760539629005,-0.0586832061068703,-0.0726256983240223,0.056635202665186,0.0415133998949027,-0.101917255297679,-0.07662192393736,0.225076452599388,-0.110236220472441,0.164542936288089,-0.0846007604562737,0.0047568710359408,0.118910424305919,-0.166743014200641,-0.0884466556108348,0.157446808510638,0.112413425679275,-0.144475920679887,-0.134411600669269,0.185088293001962,0.100564971751412,0.0677618069815195,-0.0450623202301054,-0.0258320914058619,0.0609756097560975,-0.0392344497607656,-0.101297405189621,0.0418041804180419,0.0198848770277341
"AAPL","Consumer Goods","Electronic Equipment",-0.01067988938686,0.102115384615385,0.145495951417004,-0.0844280442804428,-0.327300392408104,-0.359266055045872,-0.0253213121043545,0.211290001987676,-0.580003262110586,-0.267141251405021,-0.151234567901235,-0.124705882352941,0.452956989247312,-0.117931367810537,0.239191465468838,0.153915799004074,-0.214876033057851,0.154992548435171,-0.205160744500846,-0.0241977906365071,-0.161621621621622,0.133634602969658,0.206798866855524,0.0398860398860399,0.12108843537415,-0.108463434675431,0.0793433652530781,0.0380667236954662,-0.0407575133799917,-0.242411286874733,-0.138339920948617,-0.0238252812706816,0.000690131124913719,0.101439342015079,-0.027603513174404,-0.0987421383647799,0,0.0416377515614157,-0.0579613590939373,0.00140845070422545,0.259649122807018,0.053038674033149,0.117117117117117,0.0766666666666666,-0.0856134157105031,0.105263157894737,-0.0840998685939552,0.0156844106463879,0.0468677494199535,0.0650044523597507,0.121991701244813,-0.0412792859799182,0.0792307692307692,0.17092479309104,0.00747663551401875,0.106157793457345,0.129737609329446,0.339468302658487,0.277142857142857,-0.0500073757191326,0.187094782340229,-0.417780661907852,-0.073794176483663,-0.143264433357092,0.0980392156862744,-0.0772123339182752,0.15802335052946,0.101479915433404,0.14063829787234,0.0633308714918761,0.184835779175402,0.0426395939086294,0.0432439900525008,-0.0861907938625752,-0.0889018012783266,0.105544212344903,-0.155433093118553,-0.0431077694235589,0.181502086230876,0.00937221065159172,0.124123831775701,0.0796271637816246,0.130209617755857,-0.0758169934640522,-0.00648974388689306,-0.018786965093355,0.105676544091396,0.0601232207350754,0.216889245908224,0.00776218001651538,0.0884758364312267,0.0362167015863514,0.0966842932685437,0.228416219362349,-0.0338282078472958,0.0891894864181238,-0.320720630300597,-0.0823546682325309,0.15316618450659,0.188995215311005,0.0788180155464106,-0.11219512195122,-0.0321500334896182,0.0602251407129456,-0.340719257540603,-0.0386883488205861,-0.125177003681677,-0.0651697699890471,0.0494876571960876,0.00235690235690245,0.19291874716296,0.208857719281391,0.0795707472178061,0.0436726020370778,0.138606271777003,0.0181587071000545,0.103339484493124,0.0169948745616402,0.0532665964172813,0.041979825949367
"ABAX","Healthcare","Diagnostic Substances",0.0477419354838709,0.0359897172236504,0.0397022332506204,-0.162352941176471,-0.147426981919332,0.04858934169279,-0.135384615384615,0.0333919156414762,0,0.0916955017301037,-0.0595611285266458,-0.0198019801980197,-0.0833333333333333,-0.0690909090909091,0.00600000000000005,-0.0482897384305834,0.25678496868476,-0.121666666666667,0,-0.0529300567107751,-0.0780590717299578,-0.0428211586901764,0.178947368421053,0.31264367816092,0.097391304347826,0.064516129032258,-0.0303030303030302,-0.0159999999999999,-0.187296416938111,-0.119191919191919,-0.155452436194895,-0.113888888888889,0.0344827586206896,0.246153846153846,0.0493827160493828,-0.054892601431981,0.0563002680965147,-0.0775193798449613,0.0612813370473538,0.086021505376344,0.35593220338983,0.191881918819188,0.121351766513057,0.198701298701299,0.494623655913978,0.238571428571429,0.156571428571428,-0.111056511056511,0.0445299615173171,0.0138592750533048,0.0383239652529382,-0.13022113022113,0.0975896531452087,0.0371584699453552,-0.195174262734584,-0.00594451783355349,-0.150783289817232,0.00388198757763967,-0.0164705882352942,0.146360759493671,-0.0947930574098798,-0.17939214232765,-0.195454545454545,0.0359869138495093,0.0885416666666666,0.0441458733205375,0.155555555555556,-0.0838658146964855,0.145741878841089,0.318007662835249,-0.0354651162790697,-0.00302480338777984,0.211678832116788,0.103915662650602,0.0225428313796213,0.135652173913044,-0.35180265654649,0.315108759553204,0.00755555555555563,0.0651884700665188,-0.0254166666666666,-0.143832693128468,-0.0431119920713578,-0.00259067357512957,0.119751166407465,0.0579777365491651,0.0831111111111111,-0.064344262295082,0.00394736842105263,-0.0938314509122502,-0.133333333333333,0.0728476821192053,0.157216494845361,0.300221729490022,0.120608108108108,0.0701283199045062,-0.0925564538611653,-0.06,-0.20487302676733,0.109272964736613,0.145808966861599,-0.175042735042735,-0.170416666666667,-0.00599700149925042,-0.0203878667329687,-0.216216216216216,-0.133333333333333,0.240712074303406,-0.0131004366812228,-0.00698412698412695,0.111540941328175,-0.119906868451688,0.162126245847176,0.161107970604861,0.30458089668616,0.00188323917137479,0.0140257771038666,-0.14178262504701,-0.0247395833333333,0.13404349755881
"ABCB","Financial","Regional",-0.0740402193784277,-0.0481695568400771,0.0182186234817813,-0.0246791707798618,-0.00603621730382281,-0.0253036437246964,-0.0939999999999999,0.0952902519167578,0.0566801619433197,-0.0963391136801541,-0.0405117270788913,0.0720000000000001,0.146055437100213,-0.0104347826086956,0.0167992926613616,-0.00444444444444451,0.0250000000000001,-0.0287456445993031,0.119349005424955,0.0823909531502423,0.0188679245283019,-0.0555555555555556,0.0392156862745098,0.00754716981132073,0,-0.0142749812171301,0.114503816793893,0.087719298245614,-0.0483870967741935,0.0198630136986302,-0.0261920752182673,-0.0505263157894737,-0.053175775480059,-0.00156006240249607,0.0351562499999999,-0.02190332326284,0.073076923076923,0.0115858073859522,-0.0256227758007118,0.0277574872169467,-0.00141843971631203,-0.0386440677966102,0.0581939799331104,0.0716096324461344,-0.0818128310771041,0.0699300699300698,-0.0169491525423728,-0.0534979423868313,0.148975791433892,0.00687830687830701,0.00370370370370372,0.0176187933796048,0.0320041972717735,0.0330116810563737,-0.138083538083538,0.0248447204968943,0.0991825613079019,-0.0014634146341464,0.0256663376110562,0.00625601539942247,-0.0557103064066852,0.0696517412935323,-0.227355901189387,0.0163551401869157,0.025418833044483,0.022046353872244,0.0922992900054616,-0.0725,0.0395449620801734,0.00363070539419089,0.0523012552301255,-0.0178217821782178,0.0229083665338646,0.121951219512195,0.0157205240174674,-0.0308695652173913,-0.0405405405405405,0.0767798976268033,0.132326820603908,0.0229661346827559,0.0421294523171199,0.0314116777531412,0,0.0147641339575081,-0.0893361581920904,-0.0551697530864199,0.00163666121112926,-0.066720911310008,0.0157136621562636,-0.0368624089155593,-0.209827357237716,0.108244531688166,-0.0813008130081301,-0.0659279778393353,0.0175332527206771,-0.00413711583924352,-0.0579104477611941,-0.103969754253308,0.130985915492958,-0.0798525798525799,-0.0715719063545149,-0.371841155234657,0.244779582366589,0.111933395004625,0.219211822660099,-0.233865371269951,-0.132420091324201,0.297918948521358,-0.354675652906487,-0.392420537897311,-0.0248447204968944,0.402569593147752,-0.0398162327718225,-0.0201550387596899,0.00465116279069771,0.00781249999999997,0.122448979591837,-0.170422535211268,0.105351170568562,0.0623145400593472
"ABFS","Services","Trucking",-0.031045751633987,-0.212677231025855,0.0914760914760916,0.189338235294118,-0.153846153846154,-0.106115107913669,0.355300859598854,0.0568421052631579,0.0336021505376344,0.0362694300518135,-0.085305105853051,0.162539682539682,0.111351351351351,-0.178518881804806,-0.0762463343108505,0.247619047619048,0.113989637305699,0.0826679192108972,0.223946784922395,-0.0407942238267148,-0.227238805970149,0.130769230769231,0.0373831775700936,0.180663662433429,0.0392426850258176,-0.044531528322052,0.0311688311688312,-0.128158844765343,0.0292275574112735,0.0464065708418891,-0.146428571428571,-0.0533578656853726,0.255579868708972,0.0461054837582955,-0.0224155235864838,-0.114821124361158,-0.0605355064027939,-0.0326530612244898,0.0694152292806059,-0.00860383261634724,0.0416666666666666,-0.115730337078652,0.176945980433858,-0.0189692197566214,0.00072859744990891,0.200941346850109,-0.0576576576576576,-0.00600315955766186,-0.0961783439490446,-0.0497218358831712,-0.0330188679245283,-0.0288605697151424,0.151445086705202,0.10655462184874,0.0632411067193675,-0.0157142857142856,0.0614492753623188,0.0619396903015485,0.0908171009359979,0.0386395187413235,-0.117530755711775,0.0783433133732535,-0.132292145153881,-0.173958606235263,0.0358388836029177,-0.0319537431527693,0.0786163522012577,-0.0237750072484778,0.0356400356400355,0.109012875536481,0.0711688311688312,0.054308472121651,-0.0163143382352941,-0.0314611978559775,-0.0596153846153847,0.0893401015228427,-0.0391699696899044,0.215444202372307,-0.115116510655248,0.00340909090909088,-0.030419107706174,-0.0476411805716943,-0.0733496332518337,-0.0435706695005314,0.0465498357064621,0.0281323261265954,-0.0977157360406092,0.113623516110797,0.0437310414560161,-0.0600578871201158,-0.0803981623277182,-0.00773908236594807,-0.0902506963788301,-0.159522351500306,-0.158981925488749,-0.0356043956043956,0.41889400921659,-0.137273901808786,0.181312569521691,0.225325884543762,-0.0570921086018777,-0.00704607046070455,0.0509337860780984,-0.0665947694796443,-0.0477671000565292,-0.123949579831933,-0.0844827586206896,0.169320388349515,-0.234620418848167,-0.242608695652174,0.113583138173302,0.227006911217438,0.216356555603635,-0.075114075114075,0.0694705219677056,0.112273361227336,-0.0528313824739006,-0.127702702702703,-0.0475822050290136,0.191980558930741
"ABMD","Healthcare","Medical Appliances & Equipment",0.579800162030786,0.332252252252252,-0.405460951262478,-0.0599999999999999,0.0607321131447587,-0.215361061495279,0.274446938121193,0.538343949044586,0.127068166776969,-0.171428571428571,-0.195374525371074,0.0543478260869565,-0.0928829915560918,-0.0508969545264914,-0.252846299810247,0.221374045801527,0.300787401574803,-0.0507246376811595,-0.194232400339271,-0.025974025974026,-0.0607526881720431,0.193849533223503,-0.145495495495496,-0.156266666666667,-0.0776397515527951,-0.315172413793103,0.121212121212121,-0.367899008115419,0.0378681626928472,0.152380952380953,-0.201447527141134,-0.203619909502262,-0.377358490566038,0.0985915492957747,0.352459016393443,-0.272,0.308900523560209,-0.282945736434109,0.0684931506849315,0.0358974358974359,0.235148514851485,0.056,0.0504672897196263,-0.0381818181818182,0.701581027667984,0.0348837209302326,-0.182222222222222,-0.0528455284552845,0.107142857142857,-0.10608020698577,0.183526011560694,0.392204628501827,0.0795454545454546,-0.00158730158730155,-0.130434782608696,-0.0616570327552987,-0.0913757700205339,0.234460196292257,0.343362831858407,0.0117955439056356,-0.251417769376181,-0.103852596314908,0.00761904761904763,-0.0593141797961074,-0.0813725490196079,-0.0961945031712474,0.133720930232558,0.0329896907216495,0.0130784708249498,-0.137,0.0318772136953955,0.0499999999999999,0.185064935064935,-0.0325581395348837,0.239193083573487,-0.0023148148148149,0.0347490347490348,-0.0218702865761689,0.0411585365853659,0.104367135455218,-0.011371237458194,-0.0411883862255234,-0.115087719298246,0.116389548693587,0.0344585091420535,-0.0522033898305084,-0.0021913805697589,-0.0628654970760233,-0.128125,-0.0786324786324786,-0.0478821362799263,0.197470817120623,0.0122149837133551,0.0953525641025641,-0.0360090022505627,0.225552050473186,-0.00723208415516116,-0.0389784946236559,-0.0720338983050847,0.120583717357911,0.0200138026224982,0.148867313915858,0.012564249000571,0.0186546071226681,-0.0273972602739726,-0.167808219178082,-0.0383561643835617,0.201170446232626,-0.180437424058323,-0.489122280570143,-0.267563527653214,0.378099173553719,-0.108108108108108,0.467554076539102,-0.15445321307779,0.0966887417218543,0.175544794188862,-0.0679711637487127,-0.0733844468784228,0.0210526315789473
"ACAT","Consumer Goods","Recreational Vehicles",-0.00603621730382281,0.0242914979757083,0.0188866799204771,-0.0127576054955838,0.0814889336016097,0.105116279069768,0.025963149078727,-0.0334693877551021,0.0685859441151565,0.0118483412322275,-0.115919629057187,0.007805724197745,0.197604790419162,0.0506607929515419,-0.0479833101529904,-0.039647577092511,0.0795454545454546,0.0175438596491228,-0.0254521098459477,0.106133700895934,-0.162732919254658,0.201780415430267,0.0488578680203047,0.0365853658536586,0.0558823529411764,0.00847457627118656,0.122562674094707,0.00569063631660647,0.05,-0.128822055137845,-0.147701149425287,0.00809170600134856,-0.0687124749833222,0.020216606498195,0.0971428571428571,0.0139416983523448,0.0112429731417864,-0.110353378797272,0.0406666666666666,0.196569920844327,0.0485651214128035,-0.00105207785376134,0.128556375131718,0.0108644307982993,-0.113075849232201,0.184542586750789,0.0320035072336695,0.0204678362573099,0.0355102040816327,0,-0.0238461538461539,-0.0380720939651681,-0.0510498147385755,0.186126669538992,-0.00440366972477068,-0.0253731343283582,-0.00650842266462487,-0.0168363351605325,0.0888707704851203,-0.00859813084112151,-0.0572703607288955,0.0656704679512388,-0.0116873630387144,-0.13418647166362,-0.096989966555184,-0.0651183970856102,0.0546157564040599,-0.0141681901279707,-0.044206607724523,-0.0867869332033155,0.12614063338701,-0.0617399438727783,0.163092269326683,0.0367170626349893,-0.00537412153782565,-0.0964912280701755,-0.157943067033976,0.063794983642312,-0.087293388429752,-0.0567214974475326,-0.00658288450029919,0.0789156626506023,-0.0825484764542937,0.0590006020469597,0.043552036199095,0.00324149108589944,0.0518078791149486,-0.0922998470168281,0.0764904386951631,0.0301768990634756,-0.0908178625188158,-0.0667770419426049,-0.027926322043969,-0.116962645437844,-0.254888268156425,0.123236124176858,-0.236798679867987,-0.18796992481203,-0.0395256916996047,0.0160857908847185,0.0407894736842106,-0.00254129606099116,0.13375796178344,0.146503884572697,-0.124401913875598,-0.165198237885463,-0.201846965699208,-0.183986371379898,-0.155511811023622,-0.220720720720721,0.110144927536232,0.0582010582010583,0.00249999999999995,0,0.520987654320988,0.160975609756097,0.00426742532005681,-0.152639087018545,0.101141924959217,0.341142020497804
"ACCL","Technology","Application Software",0.679186920017676,0.79388508170796,-0.289855072463768,-0.156512820512821,-0.480534989252448,1.09013068949977,-0.131396357328708,0.0550943396226415,-0.393723252496434,-0.348214285714286,0.168648648648649,-0.0140144665461122,0.27073837739289,-0.287283032235211,-0.117037037037037,0.0906040268456376,0.0152284263959391,0.202404809619238,-0.228365384615385,0.0877742946708465,-0.255172413793103,0.221020092735703,-0.0577777777777778,-0.051877133105802,-0.0488694383661562,-0.0206185567010309,0.0786061588330633,-0.127819548872181,-0.0429184549356223,-0.234712230215827,-0.21461716937355,0.172262773722628,0.1075,0.103954802259887,0.0224489795918366,-0.110667996011964,-0.279427942794279,-0.0163934426229509,0.330804248861912,0.0206185567010309,0.197488584474886,-0.195121951219512,0.381818181818182,0.0888888888888889,0.00793650793650791,-0.0349107835531421,0.00482315112540197,0.165438165438165,0.337146702557201,-0.0422396856581532,0.0490093847758082,-0.132978723404255,-0.246037735849057,-0.0198807157057655,-0.243538767395626,-0.205921938088829,0.145869947275923,-0.124620060790274,0.088695652173913,0.211180124223602,-0.275862068965517,-0.0729166666666667,0.0961182994454713,-0.152459016393443,0.00763358778625955,-0.0695488721804511,0.113590263691684,-0.0163636363636363,0.251851851851852,-0.0296735905044511,0.223564954682779,-0.0243013365735117,-0.141414141414141,-0.0922401171303075,0.165064102564102,-0.0382513661202186,0.0242857142857143,-0.00972222222222226,-0.123422159887798,-0.0939044481054366,0.143636363636364,-0.00316455696202539,-0.0471698113207548,0.0100840336134453,0.0762711864406778,0.00632911392405064,0.0273752012882448,0.0365659777424483,-0.0153846153846153,0,0.0261941448382126,-0.076103500761035,0.135986733001658,0.129360465116279,0.0361290322580644,-0.0645962732919255,-0.136,-0.0938967136150234,-0.0584192439862543,0.0309090909090909,0.164285714285714,-0.258064516129032,0.162162162162162,-0.0706521739130434,0.0457142857142858,-0.121100917431193,-0.18580375782881,0.159574468085107,-0.135011441647597,-0.0482573726541555,0.137142857142857,0.150895140664962,0.0422222222222223,0.260127931769723,0.0033444816053511,-0.0433333333333333,0.0157618213660245,-0.0556521739130435,-0.0385321100917431,0.0893536121673005
"ACET","Basic Materials","Chemicals",-0.04,-0.0681818181818182,-0.121951219512195,0.181818181818182,0.0769230769230769,0.0232558139534884,-0.0879419764279237,-0.0119999999999999,-0.0131578947368422,0,0.0273822562979189,-0.027027027027027,-0.0281531531531532,0.0289687137891078,0,-0.0285714285714286,0.126927639383155,0.04375,-0.025,0,-0.0211907164480324,0.0390946502057612,-0.0612043435340573,0.113490364025696,-0.0721153846153846,-0.0170340681362725,0.177551020408163,-0.00173761946133793,-0.0417754569190601,-0.0309090909090909,-0.048780487804878,0.223555070883315,-0.185053380782918,0.0389189189189189,0.769230769230769,-0.0742028985507246,-0.359952324195471,0.124137931034483,0.175068744271311,0.313513513513514,0.0836770771950502,0.00539083557951471,0.0540540540540541,-0.025128205128205,-0.254111405835544,0.134782608695652,0.226175349428208,0.335075797177209,-0.374609375,-0.083125,0.0487316421895861,-0.128662420382166,0.173849525200877,0.0666666666666667,-0.0771396396396397,-0.0536044362292052,-0.0739549839228296,0.110641296687808,0.093951093951094,0.101449275362319,-0.501590668080594,-0.0396995708154508,-0.168161434977578,-0.105960264900662,0.0818452380952381,0.0190735694822889,0.075268817204301,-0.0823970037453184,-0.214965986394558,0.0207972270363952,0.0152284263959391,0.0966666666666667,0.104294478527607,0.0291666666666667,-0.00940860215053767,0.0915300546448087,-0.0425531914893617,-0.0930537352555701,-0.00573065902578797,0.0398230088495575,0.0114942528735632,0.242553191489362,-0.0229621125143514,0.0152761457109284,0.0876585928489042,-0.111702127659575,-0.0481927710843374,0.0356234096692112,0.113636363636364,0.0559360730593608,-0.0140540540540541,-0.042904290429043,0.0368663594470046,-0.026578073089701,-0.0948571428571429,0.00628930817610061,-0.136828644501279,0.0308823529411765,-0.00857142857142852,0.0158959537572255,0.132374100719424,-0.0217669654289373,0.00939597315436234,0.137150466045273,0.108670520231214,-0.119198312236287,0.0574162679425838,0.151898734177215,-0.109561752988048,-0.317100792751982,0.0118845500848897,0.220136518771331,-0.148251748251748,0.0758064516129032,0.0539730134932534,-0.051063829787234,-0.00600600600600601,-0.159332321699545,-0.0612612612612612,-0.0246212121212121
"ACGL","Financial","Property & Casualty Insurance",0.152088258471237,0.0517241379310345,0.100874243443174,-0.0672727272727272,0,0.00403225806451604,0.0333333333333333,-0.02,0.0327868852459016,-0.0158730158730159,-0.032258064516129,-0.00398406374501995,0.0376344086021504,0.0533245556287031,0.0166453265044815,-0.0167493796526055,0.0567823343848581,-0.0597014925373134,0.0906148867313917,0.0504451038575666,-0.0694444444444444,0.394658753709199,-0.00630252100840345,0.0901778154106689,0.00512012603387156,0.0438494373302289,-0.0405204460966543,0.13188518231187,0.00848896434634975,-0.0534633490248823,-0.0426439232409381,0.0432029795158287,0.00035855145213331,0.00394265232974921,0.0803571428571429,0.0273566249176006,-0.00618690980136767,0.0119779864033668,0.0853853533738407,0.0223595175051485,0.0712217718587146,-0.0627027027027027,-0.0112424329778034,-0.00584795321637435,-0.0307737397420867,0.103385731559855,0.014827018121911,0.0732364028002154,0.0998244293955356,-0.0354787355014783,-0.00590318772136954,-0.0526067468742629,-0.0430455337148544,0.0310237849017581,-0.0358126721763085,-0.0515677636693444,0.0636438131658016,-0.0339418873746464,0.0361798350625166,-0.00641848523748395,-0.0459740259740261,0.12442396313364,-0.0314465408805032,-0.00274314214463839,0.11541343992006,0.00602947744528799,0.0179243195397212,-0.0433729634522237,0.152987677284353,-0.000201979398101353,0.0597979797979798,0.0390966027709243,-0.0154013408226127,0.0377981651376147,0.0192409532215358,0.0524948024948025,-0.0537421694691724,0.0310386682850702,0.0192597554848434,-0.0203779786359902,0.0620608899297424,0.0124409448818899,0.0358195069002947,0.0134912307000451,-0.0439609236234458,-0.000929512006196782,0.061799501867995,0.0650870264735994,-0.00977961432506879,0.00904159132007241,-0.0433946717934633,0.0254104211277659,0.0343341673616903,0.00985953538627755,-0.0628525382755841,0.0132507561572805,0.00585296216987861,-0.0240843665384067,0.00160443407234538,0.024804177545692,-0.00635503459963286,-0.0610222285147954,0.0528461422316171,0.00417446379732268,0.0376527422563229,-0.038063715349607,-0.041430995475113,0.0648640437490505,-0.140714285714286,-0.109204882876938,0.0162264150943396,0.0797981685666231,-0.00906871294035583,0.050762331838565,0.0487352445193929,0.0428571428571429,0.0390769230769232,0.00238059812527914,0.0378619153674835,0.0154697700823163
